fold	word	gold	pred	left_ctx	right_ctx	sentence
5	φοινίτζ̆ια	Noun (lexical)	Modal Verb	τόσα	εν 	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	εν 	Negation Particle	Subordinating Conjunction	φοινίτζ̆ια	είδα	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	ξανά	Lexical Adverb	Determiner: Article	είδα	ποττέ	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	ποττέ	Function Adverb	Noun (lexical)	ξανά	μου	τόσα φοινίτζ̆ια εν  είδα ξανά ποττέ μου
5	την	Pronoun	Determiner: Article	που	Λευκωσία	είμαι που την Λευκωσία
5	το	Pronoun	Determiner: Article	<BOS>	νερόν	το νερόν είναι  αγιασμένον
5	είναι 	Copula Verb	Pronoun	νερόν	αγιασμένον	το νερόν είναι  αγιασμένον
5	αγιασμένον	Participial Adjective	Noun (lexical)	είναι 	<EOS>	το νερόν είναι  αγιασμένον
5	βουρά	Verb (lexical)	Pronoun	γέρος	έξω	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	έξω	Lexical Adverb	Copula Verb	βουρά	που	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	το	Pronoun	Determiner: Article	που	σπίτιν	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	μανιτάρκα	Noun (lexical)	Lexical Adverb	συνάει	για	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	την	Pronoun	Determiner: Article	για	κρητικήν	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	κρητικήν	Adjective (lexical)	Noun (lexical)	την	σούππα	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	σούππα	Noun (lexical)	Pronoun	κρητικήν	<EOS>	ο γέρος βουρά έξω που το σπίτιν του τζ̆αι συνάει μανιτάρκα για την κρητικήν σούππα
5	κάθε	Determiner: Quantifier	Pronoun	βρέσ̆ει	μέρα	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	τούτον	Pronoun	Coordinating Conjunction	Κύπρον	τον	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	τον	Pronoun	Determiner: Article	τούτον	μήναν	βρέσ̆ει κάθε μέρα στην Κύπρον τούτον τον μήναν
5	φτιάξω	Verb (lexical)	Modal Verb	εννά	άλλη	εννά φτιάξω άλλη θέλεις
5	άλλη	Pronoun	Subordinating Conjunction	φτιάξω	θέλεις	εννά φτιάξω άλλη θέλεις
5	βάλω	Verb (lexical)	Modal Verb	εννά	κοτόπουλλον	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	κοτόπουλλον	Noun (lexical)	Subordinating Conjunction	βάλω	εκείνα	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	εκείνα	Pronoun	Negation Particle	κοτόπουλλον	που	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	είπα	Verb (lexical)	Adjective (lexical)	σου	όι	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	όι	Negation Particle	Noun (lexical)	είπα	άλλα	εννά βάλω κοτόπουλλον εκείνα που σου είπα όι άλλα υλικά
5	έσ̆ει	Auxiliary Verb	Coordinating Conjunction	κούκλα	γάντι	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	γάντι	Noun (lexical)	Determiner: Article	έσ̆ει	φόρεμαν	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	μπότες	Noun (lexical)	Function Adverb	φόρεμαν	τζ̆αι	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	καππέλλον	Noun (lexical)	Verb (lexical)	τζ̆αι	<EOS>	η κούκλα έσ̆ει γάντι φόρεμαν μπότες τζ̆αι καππέλλον
5	ένα	Adjective (lexical)	Determiner: Article	<BOS>	παπί	ένα παπί που χοροππηδά πάνω κάτω
5	που	Preposition	Pronoun	παπί	χοροππηδά	ένα παπί που χοροππηδά πάνω κάτω
5	χοροππηδά	Verb (lexical)	Copula Verb	που	πάνω	ένα παπί που χοροππηδά πάνω κάτω
5	κάτω	Function Adverb	Coordinating Conjunction	πάνω	<EOS>	ένα παπί που χοροππηδά πάνω κάτω
5	εν	Negation Particle	Copula Verb	<BOS>	μου	εν μου αρέσκει ο μικιμάους
5	μου	Pronoun	Adjective (lexical)	εν	αρέσκει	εν μου αρέσκει ο μικιμάους
5	αρέσκει	Verb (lexical)	Coordinating Conjunction	μου	ο	εν μου αρέσκει ο μικιμάους
5	έκαμεν	Verb (lexical)	Pronoun	Κούλλα	αριστούργημα	η Κούλλα έκαμεν αριστούργημα
5	επέλλανεν	Verb (lexical)	Coordinating Conjunction	δάσκαλος	μας	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	τες	Pronoun	Determiner: Article	που	εργασίες	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	εν	Copula Verb	Negation Particle	αλλά	καλός	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	καλός	Adjective (lexical)	Verb (lexical)	εν	<EOS>	ο δάσκαλος επέλλανεν μας που τες εργασίες αλλά εν καλός
5	και	Coordinating Conjunction	Noun (lexical)	μας	τρώμε	πίνουμε το γάλα μας και τρώμε τα κονφλέικς μας κάθε πρωί
5	τρώμε	Verb (lexical)	Coordinating Conjunction	και	τα	πίνουμε το γάλα μας και τρώμε τα κονφλέικς μας κάθε πρωί
